O*NET-SOC Code,Title,Task ID,Task,Task Type,task_exposure,n_dwas,channel,importance,relevance,weight,baseline_exposure,narrow_flag,narrow_exposure,broad_flag,broad_exposure,matched_rule_ids,matched_text,text_flag,combined_flag,text_exposure,combined_exposure
19-3011.01,Environmental Economists,19986,Develop programs or policy recommendations to promote sustainability and sustainable development.,Core,0.7,2,CRTV,3.37,100.0,3.37,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
19-3011.01,Environmental Economists,16906,"Develop systems for collecting, analyzing, and interpreting environmental and economic data.",Core,0.8,1,CRTV,3.35,96.3,3.2260500000000003,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3011.01,Environmental Economists,16904,Write research proposals and grant applications to obtain private or public funding for environmental and economic studies.,Core,0.9,1,INFO,3.31,100.0,3.31,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3011.01,Environmental Economists,16905,Examine the exhaustibility of natural resources or the long-term costs of environmental rehabilitation.,Core,0.65,1,INFO,3.3,100.0,3.3,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3011.01,Environmental Economists,16898,Monitor or analyze market and environmental trends.,Core,0.9,2,ANLY,3.26,88.89,2.897813999999999,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3011.01,Environmental Economists,16908,"Develop environmental research project plans, including information on budgets, goals, deliverables, timelines, and resource requirements.",Core,0.8,1,CRTV,3.16,92.59,2.925844,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3011.01,Environmental Economists,16900,Identify and recommend environmentally friendly business practices.,Supplemental,0.725,2,ANLY,2.6,74.07,1.92582,0.725,False,0.725,False,0.725,,,False,False,0.725,0.725
19-3011.01,Environmental Economists,16899,Interpret indicators to ascertain the overall health of an environment.,Supplemental,0.85,1,ANLY,2.36,81.48,1.922928,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
19-3022.00,Survey Researchers,7550,"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews.",Core,0.55,1,INFO,4.77,100.0,4.77,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3022.00,Survey Researchers,7545,"Prepare and present summaries and analyses of survey data, including tables, graphs, and fact sheets that describe survey techniques and results.",Core,0.65,1,SOCL,4.54,100.0,4.54,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3022.00,Survey Researchers,7546,"Consult with clients to identify survey needs and specific requirements, such as special samples.",Core,0.55,1,SOCL,4.5,100.0,4.5,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3022.00,Survey Researchers,7555,"Determine and specify details of survey projects, including sources of information, procedures to be used, and the design of survey instruments and materials.",Core,0.8,1,CRTV,4.46,100.0,4.46,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3022.00,Survey Researchers,7556,"Support, plan, and coordinate operations for single or multiple surveys.",Core,0.675,2,CRTV,4.46,100.0,4.46,0.675,False,0.675,False,0.675,,,False,False,0.675,0.675
19-3022.00,Survey Researchers,7553,"Monitor and evaluate survey progress and performance, using sample disposition reports and response rate calculations.",Core,0.9,2,ANLY,4.42,100.0,4.42,0.8999999999999999,False,0.8999999999999999,False,0.8999999999999999,,,False,False,0.8999999999999999,0.8999999999999999
19-3022.00,Survey Researchers,7551,"Collaborate with other researchers in the planning, implementation, and evaluation of surveys.",Core,0.7,1,SOCL,4.35,100.0,4.35,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
19-3022.00,Survey Researchers,7549,Conduct research to gather information about survey topics.,Core,0.55,1,INFO,4.19,100.0,4.19,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3022.00,Survey Researchers,7552,"Direct and review the work of staff members, including survey support staff and interviewers who gather survey data.",Core,0.35,1,MGMT,4.19,100.0,4.19,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
19-3022.00,Survey Researchers,7557,Direct updates and changes in survey implementation and methods.,Core,0.8,1,CRTV,4.19,100.0,4.19,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3022.00,Survey Researchers,7554,"Produce documentation of the questionnaire development process, data collection methods, sampling designs, and decisions related to sample statistical weighting.",Core,0.9,1,INFO,4.15,100.0,4.15,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3022.00,Survey Researchers,21107,Write proposals to win new projects.,Core,0.9,2,INFO,3.96,92.31,3.655476,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3022.00,Survey Researchers,7548,"Review, classify, and record survey data in preparation for computer analysis.",Core,0.8,2,INFO,3.92,96.15,3.76908,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3022.00,Survey Researchers,7547,"Analyze data from surveys, old records, or case studies, using statistical software.",Core,0.9,1,INFO,3.88,100.0,3.88,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3022.00,Survey Researchers,7559,Write training manuals to be used by survey interviewers.,Core,0.9,1,INFO,3.35,92.0,3.082,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3022.00,Survey Researchers,7558,Hire and train recruiters and data collectors.,Core,0.55,1,SOCL,3.22,88.46,2.848412,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3032.00,Industrial-Organizational Psychologists,20230,Provide advice on best practices and implementation for selection.,Core,0.7,1,SOCL,4.72,100.0,4.72,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
19-3032.00,Industrial-Organizational Psychologists,7560,Develop and implement employee selection or placement programs.,Core,0.8,1,CRTV,4.62,100.0,4.62,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3032.00,Industrial-Organizational Psychologists,7572,"Analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",Core,0.8,1,INFO,4.5,100.0,4.5,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3032.00,Industrial-Organizational Psychologists,7568,"Develop interview techniques, rating scales, and psychological tests used to assess skills, abilities, and interests for the purpose of employee selection, placement, or promotion.",Core,0.8,1,CRTV,4.5,100.0,4.5,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3032.00,Industrial-Organizational Psychologists,7562,"Observe and interview workers to obtain information about the physical, mental, and educational requirements of jobs, as well as information about aspects such as job satisfaction.",Core,0.55,1,INFO,4.35,100.0,4.35,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3032.00,Industrial-Organizational Psychologists,7571,Facilitate organizational development and change.,Core,0.625,2,MGMT,4.31,100.0,4.31,0.625,False,0.625,False,0.625,,,False,False,0.625,0.625
19-3032.00,Industrial-Organizational Psychologists,7561,"Analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",Core,0.8,1,INFO,4.31,100.0,4.31,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3032.00,Industrial-Organizational Psychologists,7564,"Advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",Core,0.7,1,SOCL,4.2,100.0,4.2,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
19-3032.00,Industrial-Organizational Psychologists,20222,Conduct presentations on research findings for clients or at research meetings.,Core,0.65,1,SOCL,4.15,100.0,4.15,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3032.00,Industrial-Organizational Psychologists,20229,Coach senior executives and managers on leadership and performance.,Core,0.3,1,SOCL,4.12,100.0,4.12,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3032.00,Industrial-Organizational Psychologists,20225,"Conduct individual assessments, including interpreting measures and providing feedback for selection, placement, or promotion.",Core,0.7,1,MGMT,4.04,100.0,4.04,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
19-3032.00,Industrial-Organizational Psychologists,20228,"Train clients to administer human resources functions, including testing, selection, and performance management.",Core,0.55,1,SOCL,4.0,100.0,4.0,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3032.00,Industrial-Organizational Psychologists,7569,Assess employee performance.,Core,0.5,2,MGMT,4.0,100.0,4.0,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
19-3032.00,Industrial-Organizational Psychologists,7565,Identify training and development needs.,Core,0.625,2,CRTV,3.96,100.0,3.96,0.625,False,0.625,False,0.625,,,False,False,0.625,0.625
19-3032.00,Industrial-Organizational Psychologists,7567,"Formulate and implement training programs, applying principles of learning and individual differences.",Core,0.75,1,CRTV,3.88,100.0,3.88,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
19-3032.00,Industrial-Organizational Psychologists,7570,"Study organizational effectiveness, productivity, and efficiency, including the nature of workplace supervision and leadership.",Core,0.8,1,INFO,3.83,100.0,3.83,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3032.00,Industrial-Organizational Psychologists,20223,Provide expert testimony in employment lawsuits.,Core,0.3,1,SOCL,3.71,80.77,2.996567,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3032.00,Industrial-Organizational Psychologists,7566,"Conduct research studies of physical work environments, organizational structures, communication systems, group interactions, morale, or motivation to assess organizational functioning.",Core,0.8,1,INFO,3.68,96.15,3.538320000000001,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
19-3032.00,Industrial-Organizational Psychologists,20227,"Develop new business by contacting potential clients, making sales presentations, and writing proposals.",Core,0.55,1,SOCL,3.62,92.31,3.3416220000000005,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3032.00,Industrial-Organizational Psychologists,7563,Write reports on research findings and implications to contribute to general knowledge or to suggest potential changes in organizational functioning.,Core,0.65,1,SOCL,3.62,100.0,3.62,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3032.00,Industrial-Organizational Psychologists,20226,"Write articles, white papers, or reports to share research findings and educate others.",Core,0.65,1,SOCL,3.58,100.0,3.58,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3032.00,Industrial-Organizational Psychologists,20224,Review research literature to remain current on psychological science issues.,Core,0.85,1,INFO,3.54,100.0,3.54,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
19-3032.00,Industrial-Organizational Psychologists,7573,Counsel workers about job and career-related issues.,Core,0.3,1,SOCL,3.04,88.46,2.6891839999999996,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3032.00,Industrial-Organizational Psychologists,7575,Participate in mediation and dispute resolution.,Supplemental,0.35,1,SOCL,2.75,61.54,1.6923499999999998,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
19-3032.00,Industrial-Organizational Psychologists,7574,"Study consumers' reactions to new products and package designs, and to advertising efforts, using surveys and tests.",Supplemental,0.55,1,INFO,2.62,50.0,1.31,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3033.00,Clinical and Counseling Psychologists,22190,Conduct assessments of patients' risk for harm to self or others.,Core,0.5,1,CARE,4.96,100.0,4.96,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
19-3033.00,Clinical and Counseling Psychologists,22165,"Document patient information including session notes, progress notes, recommendations, and treatment plans.",Core,0.9,1,INFO,4.8,100.0,4.8,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
19-3033.00,Clinical and Counseling Psychologists,22168,"Identify psychological, emotional, or behavioral issues and diagnose disorders, using information obtained from interviews, tests, records, or reference materials.",Core,0.5,1,CARE,4.58,100.0,4.58,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
19-3033.00,Clinical and Counseling Psychologists,22170,Write reports on clients and maintain required paperwork.,Core,0.65,1,SOCL,4.56,100.0,4.56,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3033.00,Clinical and Counseling Psychologists,22164,"Counsel individuals, groups, or families to help them understand problems, deal with crisis situations, define goals, and develop realistic action plans.",Core,0.3,1,SOCL,4.48,100.0,4.48,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3033.00,Clinical and Counseling Psychologists,22166,"Interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, or vocational development and adjustment.",Core,0.3,1,SOCL,4.42,100.0,4.42,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3033.00,Clinical and Counseling Psychologists,22163,"Collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",Core,0.55,1,INFO,4.39,100.0,4.39,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
19-3033.00,Clinical and Counseling Psychologists,22173,"Evaluate the effectiveness of counseling or treatments and the accuracy and completeness of diagnoses, modifying plans or diagnoses as necessary.",Core,0.675,2,ANLY,4.38,100.0,4.38,0.675,False,0.675,False,0.675,,,False,False,0.675,0.675
19-3033.00,Clinical and Counseling Psychologists,22169,"Use a variety of treatment methods, such as psychotherapy, hypnosis, behavior modification, stress reduction therapy, psychodrama, or play therapy.",Core,0.3,1,SOCL,4.3,100.0,4.3,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3033.00,Clinical and Counseling Psychologists,22167,"Develop therapeutic and treatment plans based on clients' interests, abilities, or needs.",Core,0.3,1,SOCL,4.28,100.0,4.28,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
19-3033.00,Clinical and Counseling Psychologists,22176,"Develop and implement individual treatment plans, specifying type, frequency, intensity, and duration of therapy.",Core,0.65,2,CRTV,4.2,100.0,4.2,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3033.00,Clinical and Counseling Psychologists,22179,Maintain current knowledge of relevant research.,Core,0.85,1,INFO,4.2,100.0,4.2,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
19-3033.00,Clinical and Counseling Psychologists,22172,"Obtain and study medical, psychological, social, and family histories by interviewing individuals, couples, or families and by reviewing records.",Core,0.65,2,INFO,4.04,100.0,4.04,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
19-3033.00,Clinical and Counseling Psychologists,22174,"Select, administer, score, and interpret psychological tests to obtain information on individuals' intelligence, achievements, interests, or personalities.",Core,0.7,1,MGMT,4.0,100.0,4.0,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
